"UNIPROT","GO","GONAME","ONTOLOGY"
"Q07820","GO:0010507","negative regulation of autophagy","BP"
"Q07820","GO:0015267","channel activity","MF"
"Q07820","GO:0016020","membrane","CC"
"Q07820","GO:0019725","cellular homeostasis","BP"
"Q07820","GO:0034097","response to cytokine","BP"
"Q07820","GO:0042803","protein homodimerization activity","MF"
"Q07820","GO:0042981","regulation of apoptotic process","BP"
"Q07820","GO:0043065","positive regulation of apoptotic process","BP"
"Q07820","GO:0043066","negative regulation of apoptotic process","BP"
"Q07820","GO:0046982","protein heterodimerization activity","MF"
"Q07820","GO:0051434","BH3 domain binding","MF"
"Q07820","GO:0097136","Bcl-2 family protein complex","CC"
"Q07820","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","BP"
"Q07820","GO:1903378","positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP"
"Q07820","GO:2000811","negative regulation of anoikis","BP"
"Q07820","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"Q07837","GO:0005774","vacuolar membrane","CC"
"Q07837","GO:0005886","plasma membrane","CC"
"Q07837","GO:0005975","carbohydrate metabolic process","BP"
"Q07837","GO:0006865","amino acid transport","BP"
"Q07837","GO:0010467","gene expression","BP"
"Q07837","GO:0015171","amino acid transmembrane transporter activity","MF"
"Q07837","GO:0015174","basic amino acid transmembrane transporter activity","MF"
"Q07837","GO:0015184","L-cystine transmembrane transporter activity","MF"
"Q07837","GO:0015802","basic amino acid transport","BP"
"Q07837","GO:0015810","aspartate transmembrane transport","BP"
"Q07837","GO:0015811","L-cystine transport","BP"
"Q07837","GO:0015813","L-glutamate transmembrane transport","BP"
"Q07837","GO:0016020","membrane","CC"
"Q07837","GO:0016324","apical plasma membrane","CC"
"Q07837","GO:0031526","brush border membrane","CC"
"Q07837","GO:0044877","protein-containing complex binding","MF"
"Q07837","GO:0046982","protein heterodimerization activity","MF"
"Q07837","GO:0070062","extracellular exosome","CC"
"Q07864","GO:0000082","G1/S transition of mitotic cell cycle","BP"
"Q07864","GO:0000166","nucleotide binding","MF"
"Q07864","GO:0000278","mitotic cell cycle","BP"
"Q07864","GO:0000731","DNA synthesis involved in DNA repair","BP"
"Q07864","GO:0003677","DNA binding","MF"
"Q07864","GO:0003682","chromatin binding","MF"
"Q07864","GO:0003887","DNA-directed DNA polymerase activity","MF"
"Q07864","GO:0005634","nucleus","CC"
"Q07864","GO:0005654","nucleoplasm","CC"
"Q07864","GO:0005886","plasma membrane","CC"
"Q07864","GO:0006260","DNA replication","BP"
"Q07864","GO:0006261","DNA-templated DNA replication","BP"
"Q07864","GO:0006272","leading strand elongation","BP"
"Q07864","GO:0006287","base-excision repair, gap-filling","BP"
"Q07864","GO:0006297","nucleotide-excision repair, DNA gap filling","BP"
"Q07864","GO:0008270","zinc ion binding","MF"
"Q07864","GO:0008310","single-stranded DNA 3'-5' DNA exonuclease activity","MF"
"Q07864","GO:0008622","epsilon DNA polymerase complex","CC"
"Q07864","GO:0045004","DNA replication proofreading","BP"
"Q07864","GO:0048568","embryonic organ development","BP"
"Q07864","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"Q07866","GO:0003774","cytoskeletal motor activity","MF"
"Q07866","GO:0005737","cytoplasm","CC"
"Q07866","GO:0005829","cytosol","CC"
"Q07866","GO:0005871","kinesin complex","CC"
"Q07866","GO:0005874","microtubule","CC"
"Q07866","GO:0007018","microtubule-based movement","BP"
"Q07866","GO:0007155","cell adhesion","BP"
"Q07866","GO:0016020","membrane","CC"
"Q07866","GO:0019894","kinesin binding","MF"
"Q07866","GO:0030426","growth cone","CC"
"Q07866","GO:0031410","cytoplasmic vesicle","CC"
"Q07866","GO:0035617","stress granule disassembly","BP"
"Q07869","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q07869","GO:0000785","chromatin","CC"
"Q07869","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q07869","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q07869","GO:0001216","DNA-binding transcription activator activity","MF"
"Q07869","GO:0001223","transcription coactivator binding","MF"
"Q07869","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"Q07869","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q07869","GO:0001666","response to hypoxia","BP"
"Q07869","GO:0003677","DNA binding","MF"
"Q07869","GO:0003700","DNA-binding transcription factor activity","MF"
"Q07869","GO:0003707","nuclear steroid receptor activity","MF"
"Q07869","GO:0004879","nuclear receptor activity","MF"
"Q07869","GO:0005634","nucleus","CC"
"Q07869","GO:0005654","nucleoplasm","CC"
"Q07869","GO:0006094","gluconeogenesis","BP"
"Q07869","GO:0006631","fatty acid metabolic process","BP"
"Q07869","GO:0007507","heart development","BP"
"Q07869","GO:0007584","response to nutrient","BP"
"Q07869","GO:0008270","zinc ion binding","MF"
"Q07869","GO:0008289","lipid binding","MF"
"Q07869","GO:0008544","epidermis development","BP"
"Q07869","GO:0009267","cellular response to starvation","BP"
"Q07869","GO:0009755","hormone-mediated signaling pathway","BP"
"Q07869","GO:0010565","regulation of cellular ketone metabolic process","BP"
"Q07869","GO:0010745","negative regulation of macrophage derived foam cell differentiation","BP"
"Q07869","GO:0010887","negative regulation of cholesterol storage","BP"
"Q07869","GO:0010891","negative regulation of sequestering of triglyceride","BP"
"Q07869","GO:0019217","regulation of fatty acid metabolic process","BP"
"Q07869","GO:0019902","phosphatase binding","MF"
"Q07869","GO:0019904","protein domain specific binding","MF"
"Q07869","GO:0030154","cell differentiation","BP"
"Q07869","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"Q07869","GO:0031435","mitogen-activated protein kinase kinase kinase binding","MF"
"Q07869","GO:0031624","ubiquitin conjugating enzyme binding","MF"
"Q07869","GO:0032000","positive regulation of fatty acid beta-oxidation","BP"
"Q07869","GO:0032099","negative regulation of appetite","BP"
"Q07869","GO:0032868","response to insulin","BP"
"Q07869","GO:0032922","circadian regulation of gene expression","BP"
"Q07869","GO:0035095","behavioral response to nicotine","BP"
"Q07869","GO:0042060","wound healing","BP"
"Q07869","GO:0042157","lipoprotein metabolic process","BP"
"Q07869","GO:0042752","regulation of circadian rhythm","BP"
"Q07869","GO:0043565","sequence-specific DNA binding","MF"
"Q07869","GO:0044877","protein-containing complex binding","MF"
"Q07869","GO:0045471","response to ethanol","BP"
"Q07869","GO:0045722","positive regulation of gluconeogenesis","BP"
"Q07869","GO:0045776","negative regulation of blood pressure","BP"
"Q07869","GO:0045820","negative regulation of glycolytic process","BP"
"Q07869","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q07869","GO:0045923","positive regulation of fatty acid metabolic process","BP"
"Q07869","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q07869","GO:0046321","positive regulation of fatty acid oxidation","BP"
"Q07869","GO:0046889","positive regulation of lipid biosynthetic process","BP"
"Q07869","GO:0050728","negative regulation of inflammatory response","BP"
"Q07869","GO:0051525","NFAT protein binding","MF"
"Q07869","GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP"
"Q07869","GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","BP"
"Q07869","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"Q07869","GO:0070166","enamel mineralization","BP"
"Q07869","GO:0097371","MDM2/MDM4 family protein binding","MF"
"Q07869","GO:0140297","DNA-binding transcription factor binding","MF"
"Q07869","GO:1900016","negative regulation of cytokine production involved in inflammatory response","BP"
"Q07869","GO:1902894","negative regulation of miRNA transcription","BP"
"Q07869","GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP"
"Q07869","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP"
"Q07869","GO:1903944","negative regulation of hepatocyte apoptotic process","BP"
"Q07869","GO:1904189","positive regulation of transformation of host cell by virus","BP"
"Q07869","GO:2000191","regulation of fatty acid transport","BP"
"Q07869","GO:2000272","negative regulation of signaling receptor activity","BP"
"Q07869","GO:2001171","positive regulation of ATP biosynthetic process","BP"
"Q07889","GO:0001782","B cell homeostasis","BP"
"Q07889","GO:0001942","hair follicle development","BP"
"Q07889","GO:0002931","response to ischemia","BP"
"Q07889","GO:0003209","cardiac atrium morphogenesis","BP"
"Q07889","GO:0003344","pericardium morphogenesis","BP"
"Q07889","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"Q07889","GO:0005096","GTPase activator activity","MF"
"Q07889","GO:0005154","epidermal growth factor receptor binding","MF"
"Q07889","GO:0005737","cytoplasm","CC"
"Q07889","GO:0005829","cytosol","CC"
"Q07889","GO:0005886","plasma membrane","CC"
"Q07889","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q07889","GO:0007165","signal transduction","BP"
"Q07889","GO:0007173","epidermal growth factor receptor signaling pathway","BP"
"Q07889","GO:0007265","Ras protein signal transduction","BP"
"Q07889","GO:0007296","vitellogenesis","BP"
"Q07889","GO:0007411","axon guidance","BP"
"Q07889","GO:0008286","insulin receptor signaling pathway","BP"
"Q07889","GO:0008543","fibroblast growth factor receptor signaling pathway","BP"
"Q07889","GO:0014044","Schwann cell development","BP"
"Q07889","GO:0017124","SH3 domain binding","MF"
"Q07889","GO:0019221","cytokine-mediated signaling pathway","BP"
"Q07889","GO:0033081","regulation of T cell differentiation in thymus","BP"
"Q07889","GO:0035264","multicellular organism growth","BP"
"Q07889","GO:0038095","Fc-epsilon receptor signaling pathway","BP"
"Q07889","GO:0042127","regulation of cell population proliferation","BP"
"Q07889","GO:0042129","regulation of T cell proliferation","BP"
"Q07889","GO:0042552","myelination","BP"
"Q07889","GO:0043025","neuronal cell body","CC"
"Q07889","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","BP"
"Q07889","GO:0046982","protein heterodimerization activity","MF"
"Q07889","GO:0048009","insulin-like growth factor receptor signaling pathway","BP"
"Q07889","GO:0048011","neurotrophin TRK receptor signaling pathway","BP"
"Q07889","GO:0048514","blood vessel morphogenesis","BP"
"Q07889","GO:0050853","B cell receptor signaling pathway","BP"
"Q07889","GO:0050900","leukocyte migration","BP"
"Q07889","GO:0051057","positive regulation of small GTPase mediated signal transduction","BP"
"Q07889","GO:0060021","roof of mouth development","BP"
"Q07889","GO:0061029","eyelid development in camera-type eye","BP"
"Q07889","GO:0061384","heart trabecula morphogenesis","BP"
"Q07889","GO:0140693","molecular condensate scaffold activity","MF"
"Q07889","GO:1904693","midbrain morphogenesis","BP"
"Q07889","GO:1905360","GTPase complex","CC"
"Q07889","GO:2000973","regulation of pro-B cell differentiation","BP"
"Q07890","GO:0001782","B cell homeostasis","BP"
"Q07890","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"Q07890","GO:0005829","cytosol","CC"
"Q07890","GO:0005886","plasma membrane","CC"
"Q07890","GO:0007265","Ras protein signal transduction","BP"
"Q07890","GO:0008286","insulin receptor signaling pathway","BP"
"Q07890","GO:0033081","regulation of T cell differentiation in thymus","BP"
"Q07890","GO:0042129","regulation of T cell proliferation","BP"
"Q07890","GO:0046982","protein heterodimerization activity","MF"
"Q07890","GO:0051057","positive regulation of small GTPase mediated signal transduction","BP"
"Q07890","GO:2000973","regulation of pro-B cell differentiation","BP"
"Q07912","GO:0004674","protein serine/threonine kinase activity","MF"
"Q07912","GO:0004712","protein serine/threonine/tyrosine kinase activity","MF"
"Q07912","GO:0004713","protein tyrosine kinase activity","MF"
"Q07912","GO:0004715","non-membrane spanning protein tyrosine kinase activity","MF"
"Q07912","GO:0005095","GTPase inhibitor activity","MF"
"Q07912","GO:0005154","epidermal growth factor receptor binding","MF"
"Q07912","GO:0005524","ATP binding","MF"
"Q07912","GO:0005634","nucleus","CC"
"Q07912","GO:0005737","cytoplasm","CC"
"Q07912","GO:0005768","endosome","CC"
"Q07912","GO:0005829","cytosol","CC"
"Q07912","GO:0005886","plasma membrane","CC"
"Q07912","GO:0005905","clathrin-coated pit","CC"
"Q07912","GO:0005912","adherens junction","CC"
"Q07912","GO:0006897","endocytosis","BP"
"Q07912","GO:0007166","cell surface receptor signaling pathway","BP"
"Q07912","GO:0007264","small GTPase mediated signal transduction","BP"
"Q07912","GO:0016020","membrane","CC"
"Q07912","GO:0016310","phosphorylation","BP"
"Q07912","GO:0030136","clathrin-coated vesicle","CC"
"Q07912","GO:0030659","cytoplasmic vesicle membrane","CC"
"Q07912","GO:0031625","ubiquitin protein ligase binding","MF"
"Q07912","GO:0042802","identical protein binding","MF"
"Q07912","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q07912","GO:0046872","metal ion binding","MF"
"Q07912","GO:0048471","perinuclear region of cytoplasm","CC"
"Q07912","GO:0050699","WW domain binding","MF"
"Q07912","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","BP"
"Q07912","GO:0070436","Grb2-EGFR complex","CC"
"Q07912","GO:0097268","cytoophidium","CC"
"Q07912","GO:0106310","protein serine kinase activity","MF"
"Q07912","GO:2000369","regulation of clathrin-dependent endocytosis","BP"
"Q07954","GO:0001523","retinoid metabolic process","BP"
"Q07954","GO:0001540","amyloid-beta binding","MF"
"Q07954","GO:0002265","astrocyte activation involved in immune response","BP"
"Q07954","GO:0003723","RNA binding","MF"
"Q07954","GO:0005041","low-density lipoprotein particle receptor activity","MF"
"Q07954","GO:0005044","scavenger receptor activity","MF"
"Q07954","GO:0005509","calcium ion binding","MF"
"Q07954","GO:0005634","nucleus","CC"
"Q07954","GO:0005765","lysosomal membrane","CC"
"Q07954","GO:0005769","early endosome","CC"
"Q07954","GO:0005794","Golgi apparatus","CC"
"Q07954","GO:0005815","microtubule organizing center","CC"
"Q07954","GO:0005886","plasma membrane","CC"
"Q07954","GO:0005905","clathrin-coated pit","CC"
"Q07954","GO:0005925","focal adhesion","CC"
"Q07954","GO:0006629","lipid metabolic process","BP"
"Q07954","GO:0006898","receptor-mediated endocytosis","BP"
"Q07954","GO:0006909","phagocytosis","BP"
"Q07954","GO:0007041","lysosomal transport","BP"
"Q07954","GO:0007167","enzyme-linked receptor protein signaling pathway","BP"
"Q07954","GO:0010629","negative regulation of gene expression","BP"
"Q07954","GO:0010715","regulation of extracellular matrix disassembly","BP"
"Q07954","GO:0010875","positive regulation of cholesterol efflux","BP"
"Q07954","GO:0014912","negative regulation of smooth muscle cell migration","BP"
"Q07954","GO:0016020","membrane","CC"
"Q07954","GO:0016323","basolateral plasma membrane","CC"
"Q07954","GO:0016964","alpha-2 macroglobulin receptor activity","MF"
"Q07954","GO:0030178","negative regulation of Wnt signaling pathway","BP"
"Q07954","GO:0030226","apolipoprotein receptor activity","MF"
"Q07954","GO:0030666","endocytic vesicle membrane","CC"
"Q07954","GO:0031623","receptor internalization","BP"
"Q07954","GO:0032050","clathrin heavy chain binding","MF"
"Q07954","GO:0032092","positive regulation of protein binding","BP"
"Q07954","GO:0032370","positive regulation of lipid transport","BP"
"Q07954","GO:0032374","regulation of cholesterol transport","BP"
"Q07954","GO:0032429","regulation of phospholipase A2 activity","BP"
"Q07954","GO:0032956","regulation of actin cytoskeleton organization","BP"
"Q07954","GO:0034185","apolipoprotein binding","MF"
"Q07954","GO:0035909","aorta morphogenesis","BP"
"Q07954","GO:0038023","signaling receptor activity","MF"
"Q07954","GO:0038024","cargo receptor activity","MF"
"Q07954","GO:0042953","lipoprotein transport","BP"
"Q07954","GO:0043235","receptor complex","CC"
"Q07954","GO:0043277","apoptotic cell clearance","BP"
"Q07954","GO:0043395","heparan sulfate proteoglycan binding","MF"
"Q07954","GO:0044877","protein-containing complex binding","MF"
"Q07954","GO:0045056","transcytosis","BP"
"Q07954","GO:0045807","positive regulation of endocytosis","BP"
"Q07954","GO:0060392","negative regulation of SMAD protein signal transduction","BP"
"Q07954","GO:0070325","lipoprotein particle receptor binding","MF"
"Q07954","GO:0097242","amyloid-beta clearance","BP"
"Q07954","GO:0098797","plasma membrane protein complex","CC"
"Q07954","GO:0150093","amyloid-beta clearance by transcytosis","BP"
"Q07954","GO:0150094","amyloid-beta clearance by cellular catabolic process","BP"
"Q07954","GO:0150104","transport across blood-brain barrier","BP"
"Q07954","GO:1900223","positive regulation of amyloid-beta clearance","BP"
"Q07954","GO:1903078","positive regulation of protein localization to plasma membrane","BP"
"Q07954","GO:1904300","positive regulation of transcytosis","BP"
"Q07954","GO:1904646","cellular response to amyloid-beta","BP"
"Q07954","GO:1905049","negative regulation of metallopeptidase activity","BP"
"Q07954","GO:1905167","positive regulation of lysosomal protein catabolic process","BP"
"Q07954","GO:2000587","negative regulation of platelet-derived growth factor receptor-beta signaling pathway","BP"
"Q07955","GO:0000380","alternative mRNA splicing, via spliceosome","BP"
"Q07955","GO:0000395","mRNA 5'-splice site recognition","BP"
"Q07955","GO:0000398","mRNA splicing, via spliceosome","BP"
"Q07955","GO:0003723","RNA binding","MF"
"Q07955","GO:0003729","mRNA binding","MF"
"Q07955","GO:0005634","nucleus","CC"
"Q07955","GO:0005654","nucleoplasm","CC"
"Q07955","GO:0005737","cytoplasm","CC"
"Q07955","GO:0006376","mRNA splice site recognition","BP"
"Q07955","GO:0006397","mRNA processing","BP"
"Q07955","GO:0016607","nuclear speck","CC"
"Q07955","GO:0033120","positive regulation of RNA splicing","BP"
"Q07955","GO:0043422","protein kinase B binding","MF"
"Q07955","GO:0043484","regulation of RNA splicing","BP"
"Q07955","GO:0044547","DNA topoisomerase binding","MF"
"Q07955","GO:0048709","oligodendrocyte differentiation","BP"
"Q07955","GO:0051028","mRNA transport","BP"
"Q07955","GO:0071013","catalytic step 2 spliceosome","CC"
"Q07955","GO:0097421","liver regeneration","BP"
"Q07960","GO:0005096","GTPase activator activity","MF"
"Q07960","GO:0005737","cytoplasm","CC"
"Q07960","GO:0005829","cytosol","CC"
"Q07960","GO:0007264","small GTPase mediated signal transduction","BP"
"Q07960","GO:0007266","Rho protein signal transduction","BP"
"Q07960","GO:0010008","endosome membrane","CC"
"Q07960","GO:0016197","endosomal transport","BP"
"Q07960","GO:0017124","SH3 domain binding","MF"
"Q07960","GO:0031267","small GTPase binding","MF"
"Q07960","GO:0033572","transferrin transport","BP"
"Q07960","GO:0045296","cadherin binding","MF"
"Q07960","GO:0048471","perinuclear region of cytoplasm","CC"
"Q07960","GO:0051056","regulation of small GTPase mediated signal transduction","BP"
"Q07960","GO:0070062","extracellular exosome","CC"
"Q07960","GO:2001136","negative regulation of endocytic recycling","BP"
"Q07973","GO:0001649","osteoblast differentiation","BP"
"Q07973","GO:0005506","iron ion binding","MF"
"Q07973","GO:0005743","mitochondrial inner membrane","CC"
"Q07973","GO:0006766","vitamin metabolic process","BP"
"Q07973","GO:0008403","25-hydroxycholecalciferol-24-hydroxylase activity","MF"
"Q07973","GO:0020037","heme binding","MF"
"Q07973","GO:0030342","1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity","MF"
"Q07973","GO:0033280","response to vitamin D","BP"
"Q07973","GO:0042359","vitamin D metabolic process","BP"
"Q07973","GO:0042369","vitamin D catabolic process","BP"
"Q07973","GO:0062180","25-hydroxycholecalciferol-23-hydroxylase activity","MF"
"Q07973","GO:0062181","1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity","MF"
"Q07973","GO:0070561","vitamin D receptor signaling pathway","BP"
"Q07973","GO:0070643","vitamin D 25-hydroxylase activity","MF"
"Q08043","GO:0005178","integrin binding","MF"
"Q08043","GO:0005509","calcium ion binding","MF"
"Q08043","GO:0005829","cytosol","CC"
"Q08043","GO:0005884","actin filament","CC"
"Q08043","GO:0005886","plasma membrane","CC"
"Q08043","GO:0005903","brush border","CC"
"Q08043","GO:0005925","focal adhesion","CC"
"Q08043","GO:0008307","structural constituent of muscle","MF"
"Q08043","GO:0014728","regulation of the force of skeletal muscle contraction","BP"
"Q08043","GO:0014732","skeletal muscle atrophy","BP"
"Q08043","GO:0014883","transition between fast and slow fiber","BP"
"Q08043","GO:0014894","response to denervation involved in regulation of muscle adaptation","BP"
"Q08043","GO:0030018","Z disc","CC"
"Q08043","GO:0030036","actin cytoskeleton organization","BP"
"Q08043","GO:0030054","cell junction","CC"
"Q08043","GO:0030864","cortical actin cytoskeleton","CC"
"Q08043","GO:0031143","pseudopodium","CC"
"Q08043","GO:0031448","positive regulation of fast-twitch skeletal muscle fiber contraction","BP"
"Q08043","GO:0042802","identical protein binding","MF"
"Q08043","GO:0042981","regulation of apoptotic process","BP"
"Q08043","GO:0042995","cell projection","CC"
"Q08043","GO:0044325","transmembrane transporter binding","MF"
"Q08043","GO:0045820","negative regulation of glycolytic process","BP"
"Q08043","GO:0048041","focal adhesion assembly","BP"
"Q08043","GO:0048633","positive regulation of skeletal muscle tissue growth","BP"
"Q08043","GO:0048743","positive regulation of skeletal muscle fiber development","BP"
"Q08043","GO:0051015","actin filament binding","MF"
"Q08043","GO:0055001","muscle cell development","BP"
"Q08043","GO:0060349","bone morphogenesis","BP"
"Q08043","GO:0070062","extracellular exosome","CC"
"Q08043","GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","BP"
"Q08043","GO:0090324","negative regulation of oxidative phosphorylation","BP"
"Q08043","GO:0120163","negative regulation of cold-induced thermogenesis","BP"
"Q08043","GO:1900159","positive regulation of bone mineralization involved in bone maturation","BP"
"Q08043","GO:1901078","negative regulation of relaxation of muscle","BP"
"Q08043","GO:1903715","regulation of aerobic respiration","BP"
"Q08043","GO:1904025","positive regulation of glucose catabolic process to lactate via pyruvate","BP"
"Q08050","GO:0000086","G2/M transition of mitotic cell cycle","BP"
"Q08050","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q08050","GO:0000785","chromatin","CC"
"Q08050","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"Q08050","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q08050","GO:0001558","regulation of cell growth","BP"
"Q08050","GO:0003677","DNA binding","MF"
"Q08050","GO:0003700","DNA-binding transcription factor activity","MF"
"Q08050","GO:0005634","nucleus","CC"
"Q08050","GO:0005654","nucleoplasm","CC"
"Q08050","GO:0006281","DNA repair","BP"
"Q08050","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q08050","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"Q08050","GO:0008284","positive regulation of cell population proliferation","BP"
"Q08050","GO:0019901","protein kinase binding","MF"
"Q08050","GO:0032873","negative regulation of stress-activated MAPK cascade","BP"
"Q08050","GO:0042127","regulation of cell population proliferation","BP"
"Q08050","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q08050","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q08050","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q08050","GO:0046578","regulation of Ras protein signal transduction","BP"
"Q08050","GO:0051726","regulation of cell cycle","BP"
"Q08050","GO:2000377","regulation of reactive oxygen species metabolic process","BP"
"Q08050","GO:2000781","positive regulation of double-strand break repair","BP"
"Q08116","GO:0001965","G-protein alpha-subunit binding","MF"
"Q08116","GO:0003924","GTPase activity","MF"
"Q08116","GO:0005096","GTPase activator activity","MF"
"Q08116","GO:0005516","calmodulin binding","MF"
"Q08116","GO:0005829","cytosol","CC"
"Q08116","GO:0005886","plasma membrane","CC"
"Q08116","GO:0006955","immune response","BP"
"Q08116","GO:0007165","signal transduction","BP"
"Q08116","GO:0007186","G protein-coupled receptor signaling pathway","BP"
"Q08116","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"Q08116","GO:0009617","response to bacterium","BP"
"Q08116","GO:0009898","cytoplasmic side of plasma membrane","CC"
"Q08116","GO:0009968","negative regulation of signal transduction","BP"
"Q08116","GO:0043547","positive regulation of GTPase activity","BP"
"Q08116","GO:0061737","leukotriene signaling pathway","BP"
"Q08117","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q08117","GO:0001501","skeletal system development","BP"
"Q08117","GO:0003714","transcription corepressor activity","MF"
"Q08117","GO:0005634","nucleus","CC"
"Q08117","GO:0010629","negative regulation of gene expression","BP"
"Q08117","GO:0016055","Wnt signaling pathway","BP"
"Q08117","GO:0031668","cellular response to extracellular stimulus","BP"
"Q08117","GO:0032091","negative regulation of protein binding","BP"
"Q08117","GO:0040008","regulation of growth","BP"
"Q08117","GO:0042802","identical protein binding","MF"
"Q08117","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q08117","GO:0060761","negative regulation of response to cytokine stimulus","BP"
"Q08117","GO:0070555","response to interleukin-1","BP"
"Q08117","GO:0090090","negative regulation of canonical Wnt signaling pathway","BP"
"Q08117","GO:2000210","positive regulation of anoikis","BP"
"Q08170","GO:0000375","RNA splicing, via transesterification reactions","BP"
"Q08170","GO:0000398","mRNA splicing, via spliceosome","BP"
"Q08170","GO:0003723","RNA binding","MF"
"Q08170","GO:0005634","nucleus","CC"
"Q08170","GO:0005654","nucleoplasm","CC"
"Q08170","GO:0006397","mRNA processing","BP"
"Q08170","GO:0008380","RNA splicing","BP"
"Q08170","GO:0016607","nuclear speck","CC"
"Q08170","GO:0032868","response to insulin","BP"
"Q08170","GO:0048025","negative regulation of mRNA splicing, via spliceosome","BP"
"Q08170","GO:1990825","sequence-specific mRNA binding","MF"
"Q08174","GO:0005509","calcium ion binding","MF"
"Q08174","GO:0005654","nucleoplasm","CC"
"Q08174","GO:0005730","nucleolus","CC"
"Q08174","GO:0005886","plasma membrane","CC"
"Q08174","GO:0005911","cell-cell junction","CC"
"Q08174","GO:0007155","cell adhesion","BP"
"Q08174","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"Q08174","GO:0007267","cell-cell signaling","BP"
"Q08174","GO:0007399","nervous system development","BP"
"Q08174","GO:0030054","cell junction","CC"
"Q08174","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q08188","GO:0003810","protein-glutamine gamma-glutamyltransferase activity","MF"
"Q08188","GO:0003824","catalytic activity","MF"
"Q08188","GO:0005198","structural molecule activity","MF"
"Q08188","GO:0005509","calcium ion binding","MF"
"Q08188","GO:0005737","cytoplasm","CC"
"Q08188","GO:0016746","acyltransferase activity","MF"
"Q08188","GO:0018149","peptide cross-linking","BP"
"Q08188","GO:0030216","keratinocyte differentiation","BP"
"Q08188","GO:0031069","hair follicle morphogenesis","BP"
"Q08188","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC"
"Q08188","GO:0031424","keratinization","BP"
"Q08188","GO:0032991","protein-containing complex","CC"
"Q08188","GO:0036211","protein modification process","BP"
"Q08188","GO:0070062","extracellular exosome","CC"
"Q08209","GO:0000082","G1/S transition of mitotic cell cycle","BP"
"Q08209","GO:0001975","response to amphetamine","BP"
"Q08209","GO:0004722","protein serine/threonine phosphatase activity","MF"
"Q08209","GO:0005509","calcium ion binding","MF"
"Q08209","GO:0005516","calmodulin binding","MF"
"Q08209","GO:0005654","nucleoplasm","CC"
"Q08209","GO:0005737","cytoplasm","CC"
"Q08209","GO:0005739","mitochondrion","CC"
"Q08209","GO:0005829","cytosol","CC"
"Q08209","GO:0005886","plasma membrane","CC"
"Q08209","GO:0005955","calcineurin complex","CC"
"Q08209","GO:0006470","protein dephosphorylation","BP"
"Q08209","GO:0006606","protein import into nucleus","BP"
"Q08209","GO:0006816","calcium ion transport","BP"
"Q08209","GO:0008287","protein serine/threonine phosphatase complex","CC"
"Q08209","GO:0008544","epidermis development","BP"
"Q08209","GO:0010628","positive regulation of gene expression","BP"
"Q08209","GO:0010629","negative regulation of gene expression","BP"
"Q08209","GO:0014883","transition between fast and slow fiber","BP"
"Q08209","GO:0014898","cardiac muscle hypertrophy in response to stress","BP"
"Q08209","GO:0016018","cyclosporin A binding","MF"
