"UNIPROT","GO","GONAME","ONTOLOGY"
"Q08209","GO:0016311","dephosphorylation","BP"
"Q08209","GO:0017018","myosin phosphatase activity","MF"
"Q08209","GO:0019897","extrinsic component of plasma membrane","CC"
"Q08209","GO:0019899","enzyme binding","MF"
"Q08209","GO:0023057","negative regulation of signaling","BP"
"Q08209","GO:0030018","Z disc","CC"
"Q08209","GO:0030216","keratinocyte differentiation","BP"
"Q08209","GO:0030335","positive regulation of cell migration","BP"
"Q08209","GO:0033173","calcineurin-NFAT signaling cascade","BP"
"Q08209","GO:0033192","calmodulin-dependent protein phosphatase activity","MF"
"Q08209","GO:0033555","multicellular organismal response to stress","BP"
"Q08209","GO:0036057","slit diaphragm","CC"
"Q08209","GO:0042060","wound healing","BP"
"Q08209","GO:0042104","positive regulation of activated T cell proliferation","BP"
"Q08209","GO:0042110","T cell activation","BP"
"Q08209","GO:0042383","sarcolemma","CC"
"Q08209","GO:0043197","dendritic spine","CC"
"Q08209","GO:0043403","skeletal muscle tissue regeneration","BP"
"Q08209","GO:0044877","protein-containing complex binding","MF"
"Q08209","GO:0045669","positive regulation of osteoblast differentiation","BP"
"Q08209","GO:0045672","positive regulation of osteoclast differentiation","BP"
"Q08209","GO:0045785","positive regulation of cell adhesion","BP"
"Q08209","GO:0045807","positive regulation of endocytosis","BP"
"Q08209","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q08209","GO:0046676","negative regulation of insulin secretion","BP"
"Q08209","GO:0046878","positive regulation of saliva secretion","BP"
"Q08209","GO:0046983","protein dimerization activity","MF"
"Q08209","GO:0048741","skeletal muscle fiber development","BP"
"Q08209","GO:0048813","dendrite morphogenesis","BP"
"Q08209","GO:0050774","negative regulation of dendrite morphogenesis","BP"
"Q08209","GO:0050804","modulation of chemical synaptic transmission","BP"
"Q08209","GO:0051117","ATPase binding","MF"
"Q08209","GO:0051592","response to calcium ion","BP"
"Q08209","GO:0060079","excitatory postsynaptic potential","BP"
"Q08209","GO:0061006","regulation of cell proliferation involved in kidney morphogenesis","BP"
"Q08209","GO:0070262","peptidyl-serine dephosphorylation","BP"
"Q08209","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","BP"
"Q08209","GO:0071333","cellular response to glucose stimulus","BP"
"Q08209","GO:0090193","positive regulation of glomerulus development","BP"
"Q08209","GO:0097205","renal filtration","BP"
"Q08209","GO:0097720","calcineurin-mediated signaling","BP"
"Q08209","GO:0098685","Schaffer collateral - CA1 synapse","CC"
"Q08209","GO:0098978","glutamatergic synapse","CC"
"Q08209","GO:0099170","postsynaptic modulation of chemical synaptic transmission","BP"
"Q08209","GO:0110062","negative regulation of angiotensin-activated signaling pathway","BP"
"Q08209","GO:1903244","positive regulation of cardiac muscle hypertrophy in response to stress","BP"
"Q08209","GO:1905205","positive regulation of connective tissue replacement","BP"
"Q08209","GO:1905665","positive regulation of calcium ion import across plasma membrane","BP"
"Q08209","GO:1905949","negative regulation of calcium ion import across plasma membrane","BP"
"Q08211","GO:0000380","alternative mRNA splicing, via spliceosome","BP"
"Q08211","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q08211","GO:0000993","RNA polymerase II complex binding","MF"
"Q08211","GO:0001069","regulatory region RNA binding","MF"
"Q08211","GO:0001649","osteoblast differentiation","BP"
"Q08211","GO:0003677","DNA binding","MF"
"Q08211","GO:0003678","DNA helicase activity","MF"
"Q08211","GO:0003688","DNA replication origin binding","MF"
"Q08211","GO:0003690","double-stranded DNA binding","MF"
"Q08211","GO:0003697","single-stranded DNA binding","MF"
"Q08211","GO:0003712","transcription coregulator activity","MF"
"Q08211","GO:0003713","transcription coactivator activity","MF"
"Q08211","GO:0003723","RNA binding","MF"
"Q08211","GO:0003724","RNA helicase activity","MF"
"Q08211","GO:0003725","double-stranded RNA binding","MF"
"Q08211","GO:0003727","single-stranded RNA binding","MF"
"Q08211","GO:0003729","mRNA binding","MF"
"Q08211","GO:0005524","ATP binding","MF"
"Q08211","GO:0005634","nucleus","CC"
"Q08211","GO:0005654","nucleoplasm","CC"
"Q08211","GO:0005726","perichromatin fibrils","CC"
"Q08211","GO:0005730","nucleolus","CC"
"Q08211","GO:0005737","cytoplasm","CC"
"Q08211","GO:0005813","centrosome","CC"
"Q08211","GO:0005829","cytosol","CC"
"Q08211","GO:0005844","polysome","CC"
"Q08211","GO:0006260","DNA replication","BP"
"Q08211","GO:0006353","DNA-templated transcription termination","BP"
"Q08211","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q08211","GO:0006954","inflammatory response","BP"
"Q08211","GO:0010501","RNA secondary structure unwinding","BP"
"Q08211","GO:0015629","actin cytoskeleton","CC"
"Q08211","GO:0016020","membrane","CC"
"Q08211","GO:0016442","RISC complex","CC"
"Q08211","GO:0016604","nuclear body","CC"
"Q08211","GO:0016887","ATP hydrolysis activity","MF"
"Q08211","GO:0017111","ribonucleoside triphosphate phosphatase activity","MF"
"Q08211","GO:0031490","chromatin DNA binding","MF"
"Q08211","GO:0032508","DNA duplex unwinding","BP"
"Q08211","GO:0032727","positive regulation of interferon-alpha production","BP"
"Q08211","GO:0032728","positive regulation of interferon-beta production","BP"
"Q08211","GO:0032741","positive regulation of interleukin-18 production","BP"
"Q08211","GO:0032755","positive regulation of interleukin-6 production","BP"
"Q08211","GO:0032760","positive regulation of tumor necrosis factor production","BP"
"Q08211","GO:0032991","protein-containing complex","CC"
"Q08211","GO:0033679","3'-5' DNA/RNA helicase activity","MF"
"Q08211","GO:0034458","3'-5' RNA helicase activity","MF"
"Q08211","GO:0035195","miRNA-mediated post-transcriptional gene silencing","BP"
"Q08211","GO:0035197","siRNA binding","MF"
"Q08211","GO:0035613","RNA stem-loop binding","MF"
"Q08211","GO:0036464","cytoplasmic ribonucleoprotein granule","CC"
"Q08211","GO:0039695","DNA-templated viral transcription","BP"
"Q08211","GO:0042788","polysomal ribosome","CC"
"Q08211","GO:0043138","3'-5' DNA helicase activity","MF"
"Q08211","GO:0044806","G-quadruplex DNA unwinding","BP"
"Q08211","GO:0045087","innate immune response","BP"
"Q08211","GO:0045089","positive regulation of innate immune response","BP"
"Q08211","GO:0045142","triplex DNA binding","MF"
"Q08211","GO:0045739","positive regulation of DNA repair","BP"
"Q08211","GO:0045740","positive regulation of DNA replication","BP"
"Q08211","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q08211","GO:0046833","positive regulation of RNA export from nucleus","BP"
"Q08211","GO:0046872","metal ion binding","MF"
"Q08211","GO:0047429","nucleoside triphosphate diphosphatase activity","MF"
"Q08211","GO:0048146","positive regulation of fibroblast proliferation","BP"
"Q08211","GO:0048511","rhythmic process","BP"
"Q08211","GO:0050434","positive regulation of viral transcription","BP"
"Q08211","GO:0050684","regulation of mRNA processing","BP"
"Q08211","GO:0050691","regulation of defense response to virus by host","BP"
"Q08211","GO:0050729","positive regulation of inflammatory response","BP"
"Q08211","GO:0051028","mRNA transport","BP"
"Q08211","GO:0051092","positive regulation of NF-kappaB transcription factor activity","BP"
"Q08211","GO:0060760","positive regulation of response to cytokine stimulus","BP"
"Q08211","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"Q08211","GO:0061676","importin-alpha family protein binding","MF"
"Q08211","GO:0065003","protein-containing complex assembly","BP"
"Q08211","GO:0070063","RNA polymerase binding","MF"
"Q08211","GO:0070269","pyroptosis","BP"
"Q08211","GO:0070578","RISC-loading complex","CC"
"Q08211","GO:0070922","RISC complex assembly","BP"
"Q08211","GO:0070934","CRD-mediated mRNA stabilization","BP"
"Q08211","GO:0070937","CRD-mediated mRNA stability complex","CC"
"Q08211","GO:0071356","cellular response to tumor necrosis factor","BP"
"Q08211","GO:0071360","cellular response to exogenous dsRNA","BP"
"Q08211","GO:0097165","nuclear stress granule","CC"
"Q08211","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"Q08211","GO:1903608","protein localization to cytoplasmic stress granule","BP"
"Q08211","GO:1904973","positive regulation of viral translation","BP"
"Q08211","GO:1905172","RISC complex binding","MF"
"Q08211","GO:1905538","polysome binding","MF"
"Q08211","GO:1905698","positive regulation of polysome binding","BP"
"Q08211","GO:1990518","single-stranded 3'-5' DNA helicase activity","MF"
"Q08211","GO:1990825","sequence-specific mRNA binding","MF"
"Q08211","GO:1990841","promoter-specific chromatin binding","MF"
"Q08211","GO:1990904","ribonucleoprotein complex","CC"
"Q08211","GO:2000373","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP"
"Q08211","GO:2000765","regulation of cytoplasmic translation","BP"
"Q08211","GO:2000767","positive regulation of cytoplasmic translation","BP"
"Q08257","GO:0003730","mRNA 3'-UTR binding","MF"
"Q08257","GO:0003960","NADPH:quinone reductase activity","MF"
"Q08257","GO:0005829","cytosol","CC"
"Q08257","GO:0007601","visual perception","BP"
"Q08257","GO:0008270","zinc ion binding","MF"
"Q08257","GO:0042178","xenobiotic catabolic process","BP"
"Q08257","GO:0042802","identical protein binding","MF"
"Q08257","GO:0051289","protein homotetramerization","BP"
"Q08257","GO:0070062","extracellular exosome","CC"
"Q08257","GO:0070402","NADPH binding","MF"
"Q08289","GO:0005245","voltage-gated calcium channel activity","MF"
"Q08289","GO:0005262","calcium channel activity","MF"
"Q08289","GO:0005886","plasma membrane","CC"
"Q08289","GO:0005891","voltage-gated calcium channel complex","CC"
"Q08289","GO:0007268","chemical synaptic transmission","BP"
"Q08289","GO:0007528","neuromuscular junction development","BP"
"Q08289","GO:0007601","visual perception","BP"
"Q08289","GO:0051015","actin filament binding","MF"
"Q08289","GO:0051928","positive regulation of calcium ion transport","BP"
"Q08289","GO:0070509","calcium ion import","BP"
"Q08289","GO:0072659","protein localization to plasma membrane","BP"
"Q08289","GO:0086045","membrane depolarization during AV node cell action potential","BP"
"Q08289","GO:0086091","regulation of heart rate by cardiac conduction","BP"
"Q08289","GO:0098684","photoreceptor ribbon synapse","CC"
"Q08289","GO:0098793","presynapse","CC"
"Q08289","GO:0098912","membrane depolarization during atrial cardiac muscle cell action potential","BP"
"Q08289","GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","MF"
"Q08289","GO:1901843","positive regulation of high voltage-gated calcium channel activity","BP"
"Q08289","GO:1904879","positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","BP"
"Q08289","GO:1990454","L-type voltage-gated calcium channel complex","CC"
"Q08334","GO:0004920","interleukin-10 receptor activity","MF"
"Q08334","GO:0005886","plasma membrane","CC"
"Q08334","GO:0006954","inflammatory response","BP"
"Q08334","GO:0006955","immune response","BP"
"Q08334","GO:0007165","signal transduction","BP"
"Q08334","GO:0016020","membrane","CC"
"Q08334","GO:0019221","cytokine-mediated signaling pathway","BP"
"Q08334","GO:0032002","interleukin-28 receptor complex","CC"
"Q08334","GO:0038023","signaling receptor activity","MF"
"Q08334","GO:0038196","type III interferon-mediated signaling pathway","BP"
"Q08334","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","BP"
"Q08334","GO:0051607","defense response to virus","BP"
"Q08334","GO:0098586","cellular response to virus","BP"
"Q08334","GO:1901857","positive regulation of cellular respiration","BP"
"Q08345","GO:0001558","regulation of cell growth","BP"
"Q08345","GO:0001952","regulation of cell-matrix adhesion","BP"
"Q08345","GO:0004714","transmembrane receptor protein tyrosine kinase activity","MF"
"Q08345","GO:0005518","collagen binding","MF"
"Q08345","GO:0005524","ATP binding","MF"
"Q08345","GO:0005615","extracellular space","CC"
"Q08345","GO:0005886","plasma membrane","CC"
"Q08345","GO:0007155","cell adhesion","BP"
"Q08345","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"Q08345","GO:0007566","embryo implantation","BP"
"Q08345","GO:0007595","lactation","BP"
"Q08345","GO:0008285","negative regulation of cell population proliferation","BP"
"Q08345","GO:0010715","regulation of extracellular matrix disassembly","BP"
"Q08345","GO:0010976","positive regulation of neuron projection development","BP"
"Q08345","GO:0014909","smooth muscle cell migration","BP"
"Q08345","GO:0038062","protein tyrosine kinase collagen receptor activity","MF"
"Q08345","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","BP"
"Q08345","GO:0038083","peptidyl-tyrosine autophosphorylation","BP"
"Q08345","GO:0043235","receptor complex","CC"
"Q08345","GO:0043583","ear development","BP"
"Q08345","GO:0044319","wound healing, spreading of cells","BP"
"Q08345","GO:0046777","protein autophosphorylation","BP"
"Q08345","GO:0046872","metal ion binding","MF"
"Q08345","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP"
"Q08345","GO:0060444","branching involved in mammary gland duct morphogenesis","BP"
"Q08345","GO:0060749","mammary gland alveolus development","BP"
"Q08345","GO:0061302","smooth muscle cell-matrix adhesion","BP"
"Q08345","GO:0061564","axon development","BP"
"Q08345","GO:0070062","extracellular exosome","CC"
"Q08345","GO:1990138","neuron projection extension","BP"
"Q08357","GO:0001618","virus receptor activity","MF"
"Q08357","GO:0005315","inorganic phosphate transmembrane transporter activity","MF"
"Q08357","GO:0005436","sodium:phosphate symporter activity","MF"
"Q08357","GO:0005886","plasma membrane","CC"
"Q08357","GO:0006811","monoatomic ion transport","BP"
"Q08357","GO:0016020","membrane","CC"
"Q08357","GO:0016324","apical plasma membrane","CC"
"Q08357","GO:0030501","positive regulation of bone mineralization","BP"
"Q08357","GO:0031526","brush border membrane","CC"
"Q08357","GO:0035435","phosphate ion transmembrane transport","BP"
"Q08357","GO:0038023","signaling receptor activity","MF"
"Q08357","GO:0070062","extracellular exosome","CC"
"Q08378","GO:0000139","Golgi membrane","CC"
"Q08378","GO:0005654","nucleoplasm","CC"
"Q08378","GO:0005730","nucleolus","CC"
"Q08378","GO:0005794","Golgi apparatus","CC"
"Q08378","GO:0005829","cytosol","CC"
"Q08378","GO:0016020","membrane","CC"
"Q08378","GO:0032580","Golgi cisterna membrane","CC"
"Q08378","GO:0045296","cadherin binding","MF"
"Q08379","GO:0000137","Golgi cis cisterna","CC"
"Q08379","GO:0000139","Golgi membrane","CC"
"Q08379","GO:0000922","spindle pole","CC"
"Q08379","GO:0005794","Golgi apparatus","CC"
"Q08379","GO:0005801","cis-Golgi network","CC"
"Q08379","GO:0005874","microtubule","CC"
"Q08379","GO:0006486","protein glycosylation","BP"
"Q08379","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"Q08379","GO:0007020","microtubule nucleation","BP"
"Q08379","GO:0007030","Golgi organization","BP"
"Q08379","GO:0007098","centrosome cycle","BP"
"Q08379","GO:0008017","microtubule binding","MF"
"Q08379","GO:0008356","asymmetric cell division","BP"
"Q08379","GO:0010507","negative regulation of autophagy","BP"
